"labels","text"
5,"不错 美亚发货太慢了，足足等了四五个工作日，但是物流很不错，美亚发货后7天到货，比各种转运速度快多了，中亚的客服态度也不错。 收到的香蕉看包装标示应该是美国产的，打开没什么气味，比较容易粘毛，不过硅胶制品总是难免的，孩子头一回玩很喜欢，不知道能持续多久"
5,"比想像好 好"
5,"碧然德 过滤效果不错。"
5,"性价比超高！ 性价比高！对于我的耳朵来说！足够了！"
5,"不偏大 别买小了 鞋子挺好的 没有明显瑕疵 多米尼加产 偏瘦且不偏大 之前买过脚踝里衬是碎花的那款黄靴 比这个10361小半码 但无论是穿起来 还是我拿在手里比对 感觉是碎花的大一点 肥一点 37.5的脚 买的7.5w us/  5.5uk 不能再小了"
5,"还不错 今天收到了，查了下型号，4T，WD的蓝盘，5400转。简单试了试，各方面还行。"
5,"会一直回购的好物 这个超级好穿，到货后又马上下了一单，购买同款另一色。"
5,"红色很Nice 已收到 ，英国直邮仅五天就到了。很棒 很Nice 。运输过程中一直让我很期待 ，带了几天越看越喜欢 非常的百搭，走在街上感觉自己是这条街最靓的仔。"
5,"喜欢 挺好用的，收到当天就用了！"
5,"很不错！是原装！ 用起来非常好。就是运的速度超慢！"
5,"保温效果好，颜值高 给爸爸买的，他就喜欢各种保温杯，对于这款很满意，觉得颜值很高，保温效果也很好"
5,"正版 一直信赖亚马逊，保温壶是日版的。保温时间长，心仪很久了，终于下手了。宝宝也很喜欢"
5,"舒适 比较薄白色的透不能外穿，面料舒适。172  75穿着合适"
5,"很棒 蓝色是骚了点，买大了一号，不过加个鞋垫还是合脚的。压脚背跟磨脚的现象没法避免，穿一阵子就好了"
5,"Perfect boots! 第一次海外购直邮，体验很好，总共十天就到了。鞋子非常合脚，平时穿运动鞋40或者41这个买的7.5EE加个鞋垫刚好，包裹性和舒适度是我穿过的最好的鞋了。到手价加上税费一共1600，还是很划算了～期待过了磨合期的脚感～"
5,"好质量 173cm，70kg，m穿起有点大，喜欢宽松的话很合适，我喜欢紧凑的s应该更好"
5,"re系列，录音最对的选择 买来录音用的 在台里用的是re20，在家录音本来也想买20，买的时候没货，就买了320了。 怎么说呢，肯定是比普通话筒好的多，包括一些电容麦，录出来高音很漂亮，很有质感，很立体 低音的话，没有20那种加持的快感，但是也能很真实的反应出人声音色，总之也是很棒的 颜值真的高，黑色太好看了，比20好看的多 说下物流，因为付款人和收件人不一致，清关的时候延迟来着，在北京卡了整整5天 然后顺风送货，第二天就到了，一共花了15天的时间，快递包装袋很高科技，是絮了棉花的牛皮纸之类材质的纸袋儿，还不错 最重要的是，一共才花了2500+，比别的平台包括供货商都便宜多了，20也才3000，台里8000买的…可怕 我的声卡是雅马哈ur22ll，内置话放很棒，能把声音推上来，听人说别的声卡，推不动动圈，需要外置话放，这点真得注意…… 最后，这个系列的话筒录人声真的棒，毕竟央广标配来着"
5,"纯棉 质量很好，稍微大一点点并不影响"
5,"性价比极高的海外购 使用了4个月了，发现尚未评论。一切安好，尚未发现不良瑕疵。"
5,"很不错的衣服 舒适柔软，尺码合适。"
5,"满意 尺码合适穿着很舒服，满意"
2,"装开水有味 中国制造，装开水有味。"
3,"做工有些粗糙 鞋子收到了 中国产的...做工有些粗糙 不太敢确定是否正品 买之前真的很相信亚马逊自营 看来以后得注意一点了……"
1,"差得令人惊讶 看这字印得，在国内山寨产品里都算最差的那个档次。1星都高了。"
4,"性价比高 很有质感 价格实惠 就是实际颜色和页面介绍偏差较大 东西质量和舒适度可以"
4,"还不错，没手柄和搅拌球 不错，但是没有带手柄，这点不好，孩子大点了想自己扶但是不会扶啊"
4,"颜色 实物与图片颜色不太相符"
4,"鞋面有伤痕咋办？ 鞋子来了，稍微有些大，垫了鞋垫正好，不过鞋面上有伤痕不知如何处理？"
4,"衬衣尺寸与实际有出入 不太理想，尺寸大了"
5,"是正品 鞋子很轻，很舒适！"
5,"喜欢 小腿胳膊还有腋下都使用了两次了，效果真的惊艳，两个星期用一次，有一些没长出来，长出来的也很慢了看着不明显，毛星人的救星"
5,"AKG Y500(绿色) 音质很好，日亚的商品，耳罩稍微有些热"
5,"合适 大小合适，186，82公斤，远l"
5,"蛮好的  ~~~ 穿起来很舒服 ~~~~非常划算 ~~~"
5,"裤子稍小 卖家的表述与中国人的习惯不同，又没有一个直接与卖家沟通的平台。所以，对于在海南岛穿来说，稍嫌厚了点，穿上身稍紧⋯东西的面料、做工不错。"
5,"全棉的 日本的尺码与国内还是很一致的，购买方便。"
5,"尺码合适，但是外形架不起来 尺码挺合适，外形适合身材比较魁梧一点的人，普通和偏瘦的其实还是买亚洲版更好"
5,"就是领口小了一点 173cm、78Kg国内买41的衬衫，这次买M的大小合适可领口小了，居然扣子都扣不上。不过穿上不扣领扣没问题"
5,"漂亮秀气时尚 非常漂亮，召开羡慕的眼光"
5,"颜色 色差自己感受下。喜欢就好"
5,"帽子整体还行，商标的位置有点做工问题，懒得折腾了，留下 帽子整体还行，商标的位置有点做工问题，懒得折腾了，留下"
5,"价格不错，声音比较大 价格不错，声音比较大，性价比高。"
5,"很好的衣服 好好好，喜欢，有弹性"
5,"【比较牛逼的移动硬】 很好用，用1年了没任何问题~"
5,"不错 有点小 质量很好 很舒服"
5,"有点大 很酷，喜欢。就是稍微有点大，穿了袜子也大"
5,"两头实用 宝宝还没加辅食，买回来备用。拿来喂药也特别方面。"
5,"好用 虽然要用变压器，但确实好用，保温效果超级好"
5,"轻薄保暖 老公怕热不怕冷，冬天穿这个正合适"
5,"金色复古手表 带着好显眼呀 超级喜欢〜 还有夜光的功能 好怀念呀 呵呵 发货速度 包装很精致"
5,"第一次用 很不错，声音定位准，越听越有味，清淡，脱俗的气质。"
2,"日本购买的中国制造 本来以为是日本货，结果是中国制造"
3,"一般吧 感觉不是很值得,没想象的好"
1,"用过几次  一年没有  就读写不出来了 没有质保 只有三十天的退换期限"
1,"假货 此商品明显是假货。   1鞋盒中无合格证，各类印章全无。   2鞋底的狮子与正品完全不符。   3要购买的朋友请注意，一旦购买，退货运费将不会退还（100多运费）。"
1,"太短了 30腰围，买30的居然五个孔的最紧一个孔都扣不上！！还没地方打孔了，直接作废！那有这种尺码的？"
4,"便宜 图便宜买了两件，料子较厚，感觉还行。"
4,"满意 在家穿穿挺好，当睡衣。"
4,"粘毛，起球，触感粗糙 本人174cm，75kg，第一次买champion的裤子，M码我穿大小挺合适的 说说这个裤子的缺点： 1、要粘毛，最好是跟其他颜色衣物分开写； 2、要起球，摸着触感粗糙。  但，毕竟价格在这里，不考虑品牌，建议再贴一点点钱买安踏、李宁的。"
4,"颜色过旧 颜色有点旧，前面还有一个口袋。国内码170穿这个有点小。袖子瘦长。"
4,"需要把手更便携 有把手会更好 ，便于携带。"
5,"喜欢 喜欢这款式，面料很好"
5,"好 好 宽松肥大 舒服"
5,"可以 还可以，大小合适。舒适"
5,"很好的裤子 很好很满意！不错的！"
5,"有点小 有点小，其余都好"
5,"黑色短体桖 东西还不错，性价比很好，大小适合，还会继续选购！！"
5,"很舒服，质量不错，的啊 不错的面料，很舒服，触感好好"
5,"牛奶系统，一键式菜单 1.6种一键式菜单很便捷 2.牛奶系统很方便，味道不错 3.开机时用灯的闪烁进行提示不是很直观便"
5,"物美价廉 二百五十三含税买下，稍微比正常码大一点，脚尖处比较宽W版，适合脚肥的人，这双上一次买的偏紧这次买的同样码偏松一点。"
5,"几好！！不过个人可能手比较大，所以觉得手表比较小！！手表很精致！！ 几好！！不过个人可能手比较大，所以觉得手表比较小！！手表很精致！！"
5,"长期服用 每天一次，效果估计得长期服用"
5,"好 价格很优惠！损耗品可多买备用"
5,"挺好用 挺好的。拿来工作用再合适不过~"
5,"性价比很高的耳机 性价比没得说，三音均衡，解析和结像都很棒。就是稍微有点夹头。"
5,"买大了…转手有需求的吗… 脑抽平常鬼冢虎42.5应该8.5差不多，选成了9.5…终于到货…还是挺好看的…就是大了T T 现在想出了他…感觉平常运动鞋44的差不多…有想要的朋友可以联系我下…"
5,"满意 <div id=""video-block-RNAGZRYXUWMC1"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-cn.ssl-images-amazon.com/images/I/91W5fF2PgsS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-cn.ssl-images-amazon.com/images/I/71aOhLkTvpS.png"" class=""video-slate-img-url"">&nbsp;自己动手安装挺方便，只用到大阪手，就跟换了之前用了近20年的混水器（也是日产）"
5,"质量不错，价格OK 宝贝质量不错，价格OK，就是颜色样式不太符。退货要自去邮寄，麻烦，算了。"
5,"喜欢 160。 90斤。穿xs刚刚好。有点oversize感觉就是袖子挺长的。不错很喜欢。百分之十正品"
5,"大小合适方便背挎 很好很好很好"
5,"买过最贵的电吹风 这段时间空气比较湿润，所以测试不了水离子的功效。相比198元的负离子松下旧电吹风，这款风大噪音低，很喜欢按住瞬间变凉风的功能。"
5,"产品质量尚可 产品质量还行，大小合适，价格适中，比较推荐。我179CM 75KG买的M，正好。给各位做一个参考。"
5,"挺好的 买大了，衣服质量不错"
2,"质量不行 收到货时手表已经在走了，买来用了一两个月就不走了"
3,"凉快就是特别大大大大 173cm 90kg 穿 XXL 不仅肥了两个码，而且太短，离膝盖还有一定距离。 舒服是舒服，比较凉快。"
3,"包装不好 正品，但是包装回来，有好多都破壳而出"
1,"不行 杯子味道特别大没法用，已经拆了退不了"
1,"鸡肋产品。 不好用 一点都不好用，到头来还不如自己切。"
4,"很好看 皮很软 38码买了us7.5合适，确实有点内增高啊哈哈是新款箭头金标。收到鞋两只都有穿过的痕迹，还是选择了退货，重新下单了，希望这次没问题。"
4,"品质 质感其实不好，很单薄，不挺。线头特别多，纽扣的缝制做工很差。同价位与国内品牌比也没什么优势"
4,"衣服很不错，物流体验不好 衣服本身很不错。有一定厚度，内有绒。穿上非常暖和（十几度的天气）。两侧都有口袋，一侧的口袋里还有一个类似零钱袋的网格小袋。还有耳机线孔。衣服稍显长，但我175,75穿M号还是比较合身。做工上质地比一般的如champion的要好很多。左胸前的logo虽然是烫印上去的，但是那种有凸起的，有一定厚度的，而不是那种类似油漆印的感觉。有些许线头，但不多。 谈到物流，体验很不好。理解双十一物流慢，我11月11日下的单26日到的。但这家快递公司人员的态度让人不快。本来海外购加双十一也没什么问题。但有趣的是看物流追踪信息，23日货品就到了上海，显示在配送。但后来就是显示配送高峰包裹延误。本来想打个电话给配送员问一下大概会延误到什么时候。配送员的电话始终处于关机状态。接下来连续2天都是同样情况。看信息，早上配送员就开始配送，但到晚上就显示延误，电话是白天晚上都关机。终于到26日。接到某配送员电话，说在你家楼下了，家里怎么没人（口气生硬且不耐烦）。我回答，不好意思上班时分家里确实没人，避免他再跑一次，可以有两个选择，一进得了楼大门可以将货品放在楼梯间的水表箱，或者是小区门口的丰巢。然后他又不耐烦的回应丰巢说不定满了。我说已经过了高峰时间了，应该没有问题的。没等我说完，他又不耐烦的说晓得了挂断了电话。亚马逊这次我就买了3样东西，有2样是这家快递送的都延误了。而第三件是圆通送的，没问题。所以亚马逊在这次双十一的物流表现上至少是比淘宝和京东什么的逊色"
4,"水质会改变吗 感觉还不错，就是水没检测。"
4,"还没开始用 囤货，一直没用上，都是买的成品辅食"
5,"性价比高 鞋码很准，宽松款式，小半号可以。穿着轻便舒适。性价比高。"
5,"冠军T恤 日本冠军，质量还可以，修身版，适合亚洲人体型，内有一层薄内衬。满意！"
5,"质量赞 这次发货很快，包装完善而且很用心。小配件装好一套，不用看图纸也能上手。国内家装标准一致可以直接更换，就是适配偏心螺纹管对动手能力差的来说有点难度。控温很好，温度指示仅作参考。花洒很小巧，但出水量很大，手握能感觉到反作用力。软管有点硬，防止偏向冷水浇头。"
5,"在亚马逊上购买安德玛水杯物超所值 水杯颜色亮丽大方，制作非常精美，容量适中，是健身和旅游必备之品，值得购买。"
5,"牛仔裤 裤子大小合适，就是偏短了一点。但是再长一点的尺码又没货"
5,"合适 一百十几买的，收到包包跟图片完全一致，不过后面降价了才七十几，亚马逊的价格是门学问"
5,"172 60kg 172 60 kg 29w32l 腰刚好合适裤腿长了一点点。"
5,"非常划算的海淘 帮朋友海淘的，价格非常划算！朋友说很喜欢，实物比照片还好看"
5,"有效果 海外购太划算了，东西挺好的收到后每天都用，觉得还是有效果的，产后恢复必备"
5,"合脚，但是偏大 鞋子很软，平时穿42的，结果这个42大了半码"
5,"175  65kg买的S非常贴身，面料摸着舒服。 175  65kg买的S非常贴身，面料摸着舒服。"
5,"非常不错。 包装有些简陋，不过实物收到很漂亮。"
5,"三幅霹雳马卷笔刀 不愧是三福的，连卷笔刀都做得十分优秀，设计了两个规格的削笔孔，可以将彩铅削细长型的也可以是粗短型的，而且削笔很快不会浪费笔芯，容量比较大可以装多点笔削~所以虽然是四十多块钱一个，不过因为是直接海外购的也比代购的便宜，好的彩铅也要搭配好的卷笔刀，值得购买！另外，包装的话还是比较严实的，里面填满充气袋，可能由于是美国那边发出的，又在海关查验折腾了好些天，原包装有被开过的痕迹，不过易客满有用胶带再次封好，里面的东西完好无损，这次是第一次海外购刚好遇到g20峰会，所以清关比较慢，咨询了亚马逊客服，服务还是不错的，无论是电话，邮件还是短信都是有回应，有帮忙解决问题，不会怠慢，希望继续努力越做越好。"
5,"还行 厚，让你有一种踏实的感觉……"
5,"完美 完美！"
5,"值得买 这个鞋子比较跟脚，包裹性强，皮质偏硬，鞋底硬度适中，没有阿迪boost那么软，整体比较舒适。"
5,"Really nice 特别好，性价比高，很满意"
5,"值得 172，70，尺码刚刚好，裤子质量很好，就是线头有点"
5,"还可以 挺好的，大小合适，但鞋底有点脏，感觉像是在店里出售的展品，被试过好多次"
5,"合适 36码的脚穿这个码正合适，里面的没有内衬布，有点掉色"
5,"非常满意的一次购物 为750配了这个干杯，价格是国内行货的零头。一个容器，又没有电压之类的区别，保修基本也用不到，还能保证正品。除去干杯打干粉的功能外，32盎司的大小使用起来更加方便，现在经常用来打果汁，虽然果汁的细腻度不如湿杯，但清洗更方便。"
5,"好评 摸着还可以，不知道效果怎么样"
2,"刻度不准 刻度严重不准！！！误差能有10ml！！！"
3,"单肩包 迷你肩包 S PM-01 还行，觉得200元以内比较合理！"
3,"慎入 价格持续走低，装在笔记本上速度表现一般，可能是受限于笔记本平台，这样看来不如买其他品牌更便宜的"
1,"不值得买 不值得买，导航盒电池不到一个月就耗光，售后服务差，解答疑问不耐烦"
1,"用没几次就坏了 首先，东西用了10次不到马达就坏了，且机器打开时机身上有不少很淡的白色面粉状斑块，考虑到海外购的退货麻烦且打开包装时距离签收有好几个月了就算了，另外料理杯接口的盖子外面也有两个黄豆大的磨损(开始没注意到)，全新的商品不应该这样啊；其次，吐槽下中亚的客服服务简直就是垃圾，毫无诚信可言，体验过海外亚马逊和中亚客服服务的自然明白我说的。"
1,"品质 确实不如华歌尔舒服"
4,"衣服修身，胖人慎选。 衣服做工不错，样子颜色都挺好看的。长短合适，比较修身，基本上贴在身上了。身高175，体重66，S号。M号肯定又大了。"
4,"稍大，面料较软 做工还行，面料较软。可能我头小，带着有点大了，可以当遮阳帽，潮帽就算了。。"
4,"产品总体不错 其它都好，声音略有点儿响"
4,"量很大 应该是真的吧，貌似有点作用，就是口味太甜"
4,"奶嘴孔很小 这个Y型孔的奶嘴孔很小，吸起来很费劲。"
5,"合身 没想到能买到这么合身的牛仔衣。我属于大胸，不好买衣服。这款身段合适，袖子稍长，需要挽一节。但总体显瘦。胖妹纸可以考虑"
5,"非常好的淋浴龙头 花洒虽然很小，水流确不小，温度控制准确，比手动控制的混水阀出热水的速度快好多，而且温度稳定，可以开心的洗澡了"
5,"合适 188/82，美版就只能选M号，约旦货的做工比洪都拉斯的好多了"
5,"贝亲玻璃实感奶瓶 收到货虽然盒子有点烂了，但是里面的包装挺好的，瓶子是原装进口的，也没有破损，第一次在亚马逊海外购买东西，朋友推荐的，价钱优惠东西也好"
5,"传输速度很快 实际7.2TB左右，有点遗憾，传输100多MB一秒，很快了"
5,"舒服 给朋友买的，他说穿着舒服"
5,"好 很舒适。松紧带窄，喜欢"
5,"一致好评 给俩同事在日亚一人一个，不到五天就到货了，包装很精致，东西很满意。价格很实惠哦"
5,"价格实惠 号码合适，价格实惠不少。"
5,"使用前一定要设置好系统。 写入能到100M，需要设置好虚拟内存，硬盘属性里面打开高性能模式，否则只有20多M的写入速度。"
5,"音质不错 音质不错，还是拜亚的经典味道，发货快"
5,"合适 系统经典牛仔裤。老美的款式确实裤脚有一点点大，是真的直筒"
5,"相当不错 尺码很准确，裤子质地比较厚实，腰部和整体都带弹力的，裤型也比较大方。这样的裤子国内买价格得翻倍。"
5,"perfect shoes i bought a smaller size than normal. It's perfect fit. Looking very beautiful as well. Wearing together with jean very cool. i'm from DX state, IT'S A PRIVINCE OF SHANDONG, NOT SOUTH OF US"
5,"不错 还不错，属于夏款，很薄"
5,"补钙好选择 孩子一直都在用它家的东西 感觉没什么问题 孩子很喜欢"
5,"不错料子挺厚的。。。。 不错料子挺厚。。。。。。"
5,"不错的仔裤 挺好的，尺码合适，价格适中，比专卖店便宜不少。"
5,"..... 很好的餐具，宝宝喜欢用"
5,"感觉好容易就没了！ 很顺滑，感觉没什么蜡质"
5,"挺好 体重胖的买正常尺寸就行 袖子长点"
2,"这次真的信了！ 开始找了很多牌子，无法确定。最后看到这个，施耐德，品牌好，买家多，品论也多，所以选了这个。。但回来试了才发现，我应该相信楼上大哥们的话。。这个笔真的有点小问题。。转笔时候真的不出水。。试了之后真的信了。。不过其他还好。。。第一次在这里购买。。有点小失望。。准备去澳门时候再买一支。。这个就备用了。。。"
3,"质量尺寸 感觉不出是纯棉，还想没大了当睡裤，这质量不行，另外我170高140重买m是偏大。"
3,"推荐购买 160，96斤，大小合适，颜色是米白色，里面加绒，胸前是印花，袖子上是刺绣，价钱合适，可以购买。"
3,"好大啊…… 原本以为和columbia一样买美版XL对我刚好的，哪知道Champion 的XL码如此巨大，自认肩膀很宽的我穿着像唱戏的，因为不贵，也懒得退了，直接放家里当睡衣穿了，毕竟触感和用料感觉下来还是非常不错的，就是尺寸难以把握……"
1,"质量一般 笔基也就是握笔的地方是两片塑料拼接起来的，有明显的拼接缝"
1,"不好 不好，发过来的钢笔明显用过，还不顺滑"
1,"买贵了 买贵了，买贵了，相差1000块，之前买的5800"
4,"舒适 无钢圈穿上很舒服，聚拢效果不错，夏季穿在身上不感觉热。"
4,"穿了一天的感受 平时穿nike，adidas的运动鞋是36.5到37，这双买的uk4往前挤的话后跟那还大了一点点，但是比较喜欢穿松一点所以可以说是合适，走路的确掉脚跟但只要把鞋带绑紧一点就不会。puma的细节处理确实没有别的牌子好，只穿款不在乎质量的话入手ok"
4,"有味道 有味道，洗了几次，还是有味道"
4,"好看 唯一缺点是没有帽绳。。。去哪儿配啊"
5,"返璞归真 基础功能，对于只需要简单计时和防水功能的运动和户外活动爱好者来说绝对是首选。返璞归真，跟着自己的感觉和爱好走，不让各种智能数据做自己的主！"
5,"性价比 给妈妈买的，很划算，性价比高。"
5,"物有所值 非常漂亮舒適的切爾西，鞋碼很準確"
5,"很好 尺寸正合适，穿着也很舒服"
5,"东西还是可以的 十几美元的东西。还是可以的。国内现在很难买到裆长一点的裤子。特别是高个男孩。"
5,"可以的 速度比想象中快多了  非行家  不是太懂  能用就可以了"
5,"美版正和身。 182cm,110kg。在国内不好买衣服，美版XL正和身。"
5,"种草很久了！ 种草很久了~！ 但是维他密斯的东西都太贵了，这款是经典版的，属于商务简包装，简单实用，终于还是下手了。 东西不错豆浆，米糊都很细腻哦~！"
5,"值得购买 东西不错，我相信国内也能做出来这样的产品，只是国内缺少信任，所以还是愿意在国外买一个。在电脑上拷贝发文件，平均速度65~70M，三个USB口都试了，一个非常慢20M，另外两个一样，说的380M的速度在我电脑上没看到，估计我电脑USB口的输出问题，速度非常稳定，这次买这么好的优盘，也第一次买这么贵的。"
5,"棒棒 做工很惊艳，价格也美丽"
5,"这款抓绒衣挺好的 做工好，剪裁完美，穿着舒适，值得买。"
5,"好用 很好用，密封性很强.."
5,"总体不错。 物流挺快的，确实存在秒针对不齐现象，但总体表还是不错。"
5,"我 一级棒噢，很喜欢，很喜欢质感"
5,"化身大只佬 厚实，穿上感觉自己大只了很多，可能修身更适合。不过穿久了就适应了。十分保暖，袖子略长，其他都很好，值得拥有"
5,"合身 172，64公斤这样，30*30完美的一塌糊涂。第一次买LEE真是好东西"
5,"男鞋 舒适，轻盈，适脚，继续支持😊"
5,"适合运动的时候穿，有弹性，包裹性也不错，平时我还是喜欢穿宽松的内裤，。缺点是洗几次以后有点褪色和缩水 适合运动的时候穿，有弹性，包裹性也不错，平时我还是喜欢穿宽松的内裤，。缺点是洗几次以后有点褪色和缩水"
5,"没有专柜的好 S就够了166 67kg  感觉没有国内专柜里的lee 做工好。产地都是孟加拉 柬埔寨。一"
5,"颜色有点偏 颜色与派克纯黑有点区别"
5,"舒服 很舒服的鞋，软不磨脚还有型，缺点是容易沾灰"
5,"价格挺好，同事说很满意 松下的东西一直值得信赖。而且不用买变压器。性价比高。"
2,"质量差 无话可说，地摊货都比它好！"
3,"性价比不高 图片看起来还不错，实物材质和品相都不怎么样。价钱也不算低。"
3,"大小合适. 176CM,88KG,大码都不有点大喽."
3,"过于懈松，编制的不紧密 编织的不紧实，质量一般"
1,"不到一年，硬盘滴滴响，电脑无法识别 不到一年，硬盘滴滴响，电脑无法识别"
1,"寄过来一个坏表 寄过来一个坏表，根本不走。太糟糕的网购经历了。以后再也不在亚马逊消费了。"
4,"大小按平时买就好，舒适度不如踢不烂，不过也很不错了 还不错，不过买的当时英亚还不免运费"
4,"偏大一码 42的有点儿大，垫了鞋垫还可以，41的就好了"
4,"暖和宽松 裤子宽松，穿着暖和。"
4,"总体感觉还好。 总体感觉还好一般。没有ck的舒服。物流挺快的，越南生产。"
4,"还不错，价格有优势，下单后6日内送到 腰围94-95，LEE牌牛仔裤穿W34L32，皮带选的36的，皮带一共5个扣眼，正好系到第3个扣眼，长度完美。质量一般，不是很厚，没有想象的好。"
5,"尺寸 商品很好"
5,"就是这个范儿！ 本人身高184，体重86kg，长期健身，穿L正好"
5,"赞 非常合身，100个赞，可惜我要的码只有一个颜色了"
5,"便宜实惠正品 亚马逊的东西便宜又实惠，又正品。还会再来。"
5,"合适 穿了很舒服，大小合适，袖子有点长，貌似欧美衣服，袖子都长。"
5,"超级舒服 裤子整体不错，性价比高，材料舒服有弹性，182高。85KG，33*32的基本合适，腰需要发挥松紧带的功能，稍紧一点点，不知道为什么LEE没有W33/L33这个码，要是这个码，就太完美了。"
5,"质地很好，简洁耐穿 皮子质地很好，价格也很合适。穿着起来很舒服。就是比一般的6码大一点点。不过属于瘦版鞋形，并且没有拉链，如果再小半码，可能穿厚袜子踩进去有点费劲。脚净长24吨，不到24.5。"
5,"很好的衣服 非常合适，很满意，面料较柔软，穿着非常舒适"
5,"中国制作 图案很鲜艳，质量也很厚实，就是不知道材料是否百分百安全。宝宝的餐具就要做到食品级的，真心的安全！！才是人道，也是品牌长盛不衰的根基！"
5,"速度很快。 速度很快，稍微有声音"
5,"裤子 裤子穿起来很舒服，也非常暖和"
5,"舒服，尺码合适 我脚背高，大拇指长，40码的脚，买的就是6.5码，这是我穿过最合脚的一双其乐，虽然脚背还是有点嫌低，但鞋带可以松松，穿着包裹性很强，走路舒服，也很好搭配。竟然比之前买的一双类似款式的爱步舒服。"
5,"完美 买了四个了，轻、严、保温效果好"
5,"专业耳机 频响均衡，一款非常不错的耳机"
5,"价格略高 挺好的，颜色挺不错  ，就是价格略高，是美国产的"
5,"超可爱的餐具 超级可爱的颜色，很实用"
5,"海外购实惠 包装非常扎实，很薄，希捷出货多，故障率不算低，希望这块用的时间久，仓盘。"
5,"不错 正品，很完整，几乎无漏活性炭"
5,"穿着很舒服 比想象中的软、舒服，建议比球鞋买小一码，很不错"
5,"恒温水龙头比较小巧性价比高 5天就收到了，请了师傅安装一会儿就搞定了，用了一下控温的按钮(小黑点)好像不起作用，按和不按都能旋转，但温度控制还是蛮好的，花洒比较小，总的来说这个恒温水龙头比较小巧，性价比蛮高。花洒的塑料管子比较硬换了自己原来的管子"
5,"推荐 这个裤子瘦人穿起来还是很不错的，就是有点儿偏硬，过水后会好很多，本人身高181CM，65公斤，腰围2尺4，穿31WX32L刚刚好。想入手的可以作为参考"
