"labels","text"
5,"Recomendables 100% Carpetas de plastico perfectas para organizar tus papeles en casa, ademas se notan que son de buena calidad y no como otras que he visto. Recomendables 100%."
5,"Buen producto Probado y muy buena relación calidad precio, producto recomendado. Calidad de sonido buena y cumple con las especificaciones, bien, medida según especificaciones"
5,"Precioso El collar es tal y como aparece en la foto, es muy bonito, de plata, y la medida es ideal se quedan los dos corazones bien posicionado en el cuello. Totalmente recomendable."
5,"Excelente compra. Geniales, yo creo que son originales. Sientan bien y son comodas. Mis primeras new balance. Contento con la compra y el precio en oferta."
5,"Recomendado Súper cómodas"
5,"Buen producto! Este bolso se lo he regalado a mi padre que necesitaba cambiar el suyo, esta encantado dice que es muy bonito y que la calidad esta estupendamente bien, he esperado tiempo para valorar el producto y la verdad que con el paso del tiempo no se deteriora mucho, y eso que mi padre le da mucho uso, casi a diario. En cuanto al precio me parece justo."
5,"Como me esperaba. Me ha gustado."
5,"Durará más años que yo. Y eso me inquieta ;D Te lo pones y si quieres ya no te lo quitas nunca más. Se pone solo a hora con precisión milimétrica cada noche, es resistente a todo y se carga con la luz solar solamente de llevarlo puesto. Tenia un smartwatch y desde que tengo éste lo he guardado en la mesita de noche y solo me lo pongo para correr. Encima es precioso y atemporal."
5,"Calentador de agua fantástico La mejor compra que he realizado!"
5,"Pendientes preciosos Me han encantado"
5,"Bonitos Muy bonitos y no se ponen feos, le han encantado."
5,"Genial Todo perfecto"
5,"Muy bien Los compré para un regalo y le encantó. Para el precio que tiene la calidad no parece  mala. Asique una buena compra."
2,"Que no me los pondre los regalare Parecen de buena calidad pero aprietan mucho en la parte del empeine..."
3,"Un buen micro para los pocos exigentes Es un bueno micro, pero al probarlo veo que no es lo que busco, quizás un modelo superior para mi gusto estaría mejor.  Si quieres grabar vídeos domésticos está perfecto, pero en mi caso para Youtube no cumple las espectativas."
1,"Son bonitas Son lijeras pero no las puedo usar cuando andas hacen mucho ruido y molestan"
4,"Buena calidad de producto. Muy buena sujeción y calidad. La he usado para pegar una pizarra magnética de una tamaño algo superior a un A4 y ha aguantado sin problema. Muy recomendable."
4,"genial buena relación calidad precio"
4,"Bonito Colgante de plata con cadena fina de largo medio. Sencillo y muy combinable. De momento no se ha ennegrecido ni han aparecido otros defectos. ¡Magnífico precio con la super-rebaja!"
4,"Recomendable Un reloj recomendable, de tamaño y correa muy similares al conocido f 91 de toda la vida. Un poco más gordito lo que viene siendo el reloj pero de dimensiones casi iguales. Me gusta porque muestra el día y el mes, su precio es excelente para lo que ofrece un reloj de la calidad Casio, las correas aprox. a los dos años se rompen y no merece la pena comprar una por el precio por lo que decidí probar con este modelo."
5,"Fenomenal Fenomenales"
5,"Rosaio Muy bueno mejor de lo que esperaba y muy bonito el precio exelente mucho más bonito cuando lo tienes delante que en la foto"
5,"Muy bonito Este despertador es precioso,tiene muchos tonos de color y además lleva radio y también sonido para relajarte y dormirte ,la alarma tiene muchos sonidos y se enciende La Luz cuando suena"
5,"Tamaño Tamaño, espacio"
5,"Buen sonido Fácil de conectar, buen sonido. Son perfectos para el día a día quizás no sean los mejores pero calidad precio son muy buenos los recomiendo."
5,"Botas hi-tec Comodas, calientes y muy ligeras. Mejor de lo que esperaba aún teniendo otras anteriores de la misma marca"
5,"Practico Llego rápido tiene buen precio es lo que esperaba. Lo recomiendo"
5,"Util Un poco lento, pero calienta bien"
5,"Entrega muy rapida Es lo que esperaba"
5,"Bien Bien"
5,"preciosa y muy practica Es preciosa, muy elegante, sencilla, pequeña y muy rápida. Perfecta para calentar agua, hasta un litro, yo la utilizo hasta para hervir el agua para cocinar. Muy recomendable"
5,"Muy buen biberon Se lo compre a mi bebe y fue el que mas utilizó, lo compré porque me habian regalado el calentador de phillips que va con estos biberones. Lo unico que me parece que son un poco caros"
5,"Muy comodo Estoy super-encandado, suelo salir a correr y lo que más valoro es la comodidad del producto y sobre todo los bolsillos laterales y el trasero."
5,"Top deportivo Una pasada. En todos los sentidos. Calidad precio todo. Son súper cómodos suaves. Me encantan."
5,"Buenos zapatillas de seguridad De las mas comodas que he tenido ,muy ligeras y resisten muy bien"
5,"Muy bueno Muy buena"
5,"Lo amo Todo él es precioso...sus rectas, sus curvas, el tamaño contenido, el marco que envuelve esa pantalla que parece un misterio...lo sedoso de su tacto... ooohhh siiiii!!!!, lo amo!"
5,"Buen disco facil de instalar, y de momento, excelente rendimiento. Buen producto. Lo recibí rápido y lo instalé más rápido. Hasta ahora funciona muy bien."
5,"Garantía de calidad Bosch Excelente picadora con una relación calidad-precio muy buena. La he utilizado para picar galletas y alguna fruta, y estoy muy contenta con el resultado. También he utilizado el disco batidor para montar nata y se monta en segundos con muy buena consistencia. La marca Bosch es de excelente calidad."
2,"Izquierda Recibido Derecha anunciado en web Producto que difiere bastante del original Fabricado en China lo pone en el exterior del paquete Cuero barato y mate sin tratar Trabajado burdamente. Gracias"
3,"Menta o anisado?... Huele bien, pero no es la menta que yo quiero. Más bien es un olor anisado, dulzón, puede que estuviera yo confundida con el concepto..."
1,"Aun no ha llegado No se que tal viene"
4,"reloj mitico de casio todo un clasico de los años 80 los botones estan mu duros..para ver los numeros se necesita LUPA el diseño muy bueno y comodo creia que la iluminacion seria en azul y es blanca como los casio antiguos buen percio diseño caldad----ES UN CASIO"
4,"Buena bonita y barata Es muy cómoda de usar ya que es bastante ligera. Se desmonta y se limpia fácil. No es la más potente pero para purés y picar algo de verdura que es lo que solemos usar va perfectamente."
4,"Genial de precio He comparado precios en diferentes tiendas y aquí en Amazon me salía mucho mejor de precio. La uso para la cámara de fotos y va perfecta. Recomiendo mucho la marca Kigston.  El paquete incluye: 1 x tarjeta micro de memoria 1 x adaptador"
4,"Muy bien Me ha gustado mucho este cortavientos,el color es bonito, tal como se ve en la imagen. Lleva bolsillos, un gorro guardado en el cuello, forro...en definitiva, buen producto."
4,"succion es bueno"
5,"BOLSO BANDOLERA HOMBRE El bolso le encantó a mi chico xq le vino muy bien con todos los bolsillos q lleva y el precio muy bueno ."
5,"Buena relación calidad precio Hace lo que muestra la descripción del producto si más. Es rápido, barato y como siempre envío excelente, no obstante creo que por el precio y con los tiempos que corren es mejor optar por memorias de 32 g en adelante"
5,"Muy confortables. Cómodas y útiles para el ejercicio. Muy confortables."
5,"La capacidad y calidad Me ha gustado en general"
5,"Buena batidora Todo ok. 700 watios a buen precio"
5,"Perfectos Calidad-Precio, probablemente, lo mejor del mercado. Cómodos, de una calidad excepcional y muy buen acabado. A pesar de ser un armatoste, porque no son para salir a la calle con ellos, se nota que tienen un acabado muy bueno y que son de buenos materiales. Perfectos si te gusta escuchar música en casa como deberías de oirla a un precio fantástico."
5,"Calidad precio perfecto Hacen su funcion perfectamente Buena calidad"
5,"Recomendable Recomendable! Estoy muy contento con este producto, Muy cómoda para verano, queda muy bien, aunque se destiñe un poco después de varios lavados, aún así me comprado varios colores."
5,"Diseño, discretos y cómodos Auriculares inalámbricos con un diseño muy atractivos y bastante discretos. Se adaptan perfectos a la oreja y viene con varios adaptadores para diferentes tamaños de conducto auditivo. No te aíslan totalmente del ruido pero si que se nota. La calidad del sonido es bastante buena y lo más importante es que no se caen a la hora de hacer deporte.  Calidad precio espectacular. No llevan botón como tal, son táctiles y sincronizan fácilmente. El único pero es que las instrucciones no están en castellano pero si en ingles, ademas hay un montón de vídeos para ver cómo funcionan. Compra recomendada."
5,"muy bonita Son muy chulas.. y buenas .. Pero yo recomendaría para un número 42 de pié un 43/44 número de Brasil.. Porque queda muy justas y cuando se sale un poquito el pié..llegan hacer daño.."
5,"Relajante La he estado usando un mes y va de fábula. Me resulta muy relajante y me quita las agujetas después de entrenar. Un acierto."
5,"La misma función que otros más caros! Me dejaron uno parecido pero más caro y enseguida pensé que me compraría el mío propio,este es más barato y hace la misma función. Va muy bien,sus rodillos parecen las manos de un masajista,una maravilla cuando cambia de sentido y tiene la opción de ponerlo con calor me va bien y he pedido otro para regalar"
5,"Muy bien Lo que se espera"
5,"Masajea muy bien los pies Muy Buen producto , después de un largo día de trabajo, llego a mi muy cansado, enciendo el masajeador de pies y es como estar en las nubes, estoy muy contento con esta compra la verdad, recomiendo 100%."
5,"Calidad precio imbatible Para el precio, comparados con otros auriculares mas caros, nada q envidiarles.... El secreto aparte d que tienen buen sonido es, q insonorizan bien."
5,"Excelentes Me han durado todo un año. Me las he puesto casi todos los días. La lavé en la lavadora y la cargué. Se me corrió el color por la banda blanca"
5,"Ideales para caminar mucho. Elegid siempre un numero menos y acertareis. Muy muy cómodas y faciles de limpiar. Me recorri toda Roma con ellas y los pies... mejor que nunca. Las recomiendo. El envio rapidisimo."
5,"Las más fiables Primero decir que soy fotógrafo profesional y mis principales trabajos son bodas en las que gasto muchos gigas en fotos.  Compré la tarjeta de 128 GB CF para no tener que cambiar entre tarjetas, por lo que más bien fue por comodidad. Trabajo con un SD de 128 y ahora ésta de 128 en grabación simultánea, por lo que estoy grabando las fotos en dos tarjetas a la vez (por temas de seguridad).  Uso la MKIII por lo que como muchos sabréis, al usar SD baja el nivel de velocidad directamente del protocolo para CF por lo que la velocidad no era un factor fundamental. Yo siempre he usado Extreme Pro aunque tienen muchos años y son UDMA 6, mientras que éste modelo al ser UDMA 7 y aún sin ser de la gama PRO, da una mayor velocidad que la anterior.  Siempre uso Sandisk pues en casi 10 años de profesión nunca he tenido problemas de que la tarjeta se estropee (cruzo los dedos).  Hoy voy a darle caña a esta nueva CF y a ver como se comporta trabajando con miles de fotos en pocas horas.  La compré en una oferta Flash por 75€, no la he visto más barata por ahora."
5,"Un acierto Perfectas. Tenía otras en otro color, y estas me han salido mucho más baratas y están muy bien."
2,"Recambio No lo recomiendo si es para tarima ya que no se exprime lo debido Si está bien para abusar de espalda a la hora de exprimir pero para duelo no delicado frente al agua"
3,"Aceptable Como perforadora está muy bien, lo único que el indicador de donde poner el papel se rompió al cabo de un año. Me duró 3 años de uso diario, que no está mal, pero podría ser mejor. Se me rompió por el desgaste de los muelles."
1,"Talla NO se corresponde Normalmente uso una 38 y la goma de este pantalón me aprieta muchísimo! Sin embargo subiéndomelo+arriba de la cintura midiendo 1,69 me queda bien de largo🤷🏻‍♀️"
1,"Mala experiencia La vidal útil de esta plancha es (con suerte) de una semana. Rápidamente comienza a perder agua y la placa se oxida."
4,"Todo perfecto, un poco suelto por las tiras delanteras anudadas, tengo otro dio un nudo y sujeta más Queda un poco suelto el pie en la parte de delante por las tiras anudadas, pero por el resto perfecto"
4,"Marcas de las costuras Tienen algunas costuras que dejan marcas de circulación mejor pedir una talla más de lo normal por lo demás todo bien"
4,"Bien Pero Con algun pero La tarjeta funciona bastante bien. Le tengo puesto una micro sd de 64 en el slot 1 y una de 32 en el slot 2. Juntas me dan 87gb y la reconoce perfectamente la psp, la verdad q es una gozada tener todo lo que quieras metido en la tarjeta. El pero viene en que alguna vez la psp al encender se queda colgada con la pantalla en negro con la lucecita de la ms parpadeando. La reinicias y a mi a la segunda me enciende bien. También pasa alguna vez cargando los juegos. En general stoy bastante contento con ella"
4,"Cumplen su función Creo que no son originales, tengo los originales que venían con el Note 3 y hay diferencias aunque están muy conseguidos. El original viene con un cable plano y mas robusto, estos tienen el cable redondo y fino. Se oyen bastante bien y como la forma del auricular y la goma es igual que la de Samsung se acoplan perfectamente, creo que por el precio que tiene no se puede pedir mas. En general, bastante contento de momento. Lo de la duración es otro cantar que el tiempo dirá."
4,"Todo bien. Buen producto"
5,"Converse Llevo años llevando estás zapatillas"
5,"Bien, pero sin cordones Sin cordones"
5,"De calidad y barato Buenisima calidad! Ha llegado puntual."
5,"Buen producto Muy comadas, perfectas frescas y ventiladas"
5,"Fantásticas zapatillas Comodidad y estética unidas en una. La rapidez y eficacia de Amazon de 10."
5,"Perfecto Descripción del producto correcta"
5,"Cascos Bluetooth La compra de este artículo fue por que necesitaba unos cascos para ir a correr y quitarme del lío de los cables, me llegaron hace un par de días y la verdad es que desde que abrí el paquete me sorprendieron tanto por la presentación en la caja como por supuesto la sonoridad y comodidad al llevarlos. Conectan con el Bluetooth del móvil solo al encerdenderlos por lo que veo un producto perfecto en relación calidad-precio con lo que se oferta en el mercado. Muy buena compra."
5,"Muy bueno <div id=""video-block-R1KAT4SYKWFAQ2"" class=""a-section a-spacing-small a-spacing-top-mini video-block""><div tabindex=""0"" class=""airy airy-svg vmin-supported airy-skin-beacon"" style=""background-color: rgb(0, 0, 0); position: relative; width: 100%; height: 100%; font-size: 0px; overflow: hidden; outline: none;""><div class=""airy-renderer-container"" style=""position: relative; height: 100%; width: 100%;""><video id=""15"" preload=""auto"" src=""https://images-eu.ssl-images-amazon.com/images/I/91rSXqzoMNS.mp4"" style=""position: absolute; left: 0px; top: 0px; overflow: hidden; height: 1px; width: 1px;""></video></div><div id=""airy-slate-preload"" style=""background-color: rgb(0, 0, 0); background-image: url(&quot;https://images-eu.ssl-images-amazon.com/images/I/71ddvnnysqS.png&quot;); background-size: contain; background-position: center center; background-repeat: no-repeat; position: absolute; top: 0px; left: 0px; visibility: visible; width: 100%; height: 100%;""></div><iframe scrolling=""no"" frameborder=""0"" src=""about:blank"" style=""display: none;""></iframe><div tabindex=""-1"" class=""airy-controls-container"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-screen-size-toggle airy-fullscreen""></div><div tabindex=""-1"" class=""airy-container-bottom""><div tabindex=""-1"" class=""airy-track-bar-spacer-left"" style=""width: 11px;""></div><div tabindex=""-1"" class=""airy-play-toggle airy-play"" style=""width: 12px; margin-right: 12px;""></div><div tabindex=""-1"" class=""airy-audio-elements"" style=""float: right; width: 34px;""><div tabindex=""-1"" class=""airy-audio-toggle airy-on""></div><div tabindex=""-1"" class=""airy-audio-container"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-audio-track-bar"" style=""height: 80%;""><div tabindex=""-1"" class=""airy-audio-scrubber-bar"" style=""height: 85%;""></div><div tabindex=""-1"" class=""airy-audio-scrubber"" style=""height: 12px; bottom: 85%;""></div></div></div></div><div tabindex=""-1"" class=""airy-duration-label"" style=""float: right; width: 26px; margin-right: 4px; text-align: center;"">0:00</div><div tabindex=""-1"" class=""airy-track-bar-spacer-right"" style=""float: right; width: 11px;""></div><div tabindex=""-1"" class=""airy-track-bar-container"" style=""margin-left: 35px; margin-right: 75px;""><div tabindex=""-1"" class=""airy-track-bar airy-vertical-centering-table""><div tabindex=""-1"" class=""airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-track-bar-elements""><div tabindex=""-1"" class=""airy-progress-bar""></div><div tabindex=""-1"" class=""airy-scrubber-bar""></div><div tabindex=""-1"" class=""airy-scrubber""><div tabindex=""-1"" class=""airy-scrubber-icon""></div><div tabindex=""-1"" class=""airy-adjusted-aui-tooltip"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-adjusted-aui-tooltip-inner""><div tabindex=""-1"" class=""airy-current-time-label"">0:00</div></div><div tabindex=""-1"" class=""airy-adjusted-aui-arrow-border""><div tabindex=""-1"" class=""airy-adjusted-aui-arrow""></div></div></div></div></div></div></div></div></div></div><div tabindex=""-1"" class=""airy-age-gate airy-stage airy-vertical-centering-table airy-dialog"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-age-gate-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-vertical-centering-wrapper airy-age-gate-elements-wrapper""><div tabindex=""-1"" class=""airy-age-gate-elements airy-dialog-elements""><div tabindex=""-1"" class=""airy-age-gate-prompt"">This video is not intended for all audiences. What date were you born?</div><div tabindex=""-1"" class=""airy-age-gate-inputs airy-dialog-inner-elements""><select tabindex=""-1"" class=""airy-age-gate-month""><option value=""1"">January</option><option value=""2"">February</option><option value=""3"">March</option><option value=""4"">April</option><option value=""5"">May</option><option value=""6"">June</option><option value=""7"">July</option><option value=""8"">August</option><option value=""9"">September</option><option value=""10"">October</option><option value=""11"">November</option><option value=""12"">December</option></select><select tabindex=""-1"" class=""airy-age-gate-day""><option value=""1"">1</option><option value=""2"">2</option><option value=""3"">3</option><option value=""4"">4</option><option value=""5"">5</option><option value=""6"">6</option><option value=""7"">7</option><option value=""8"">8</option><option value=""9"">9</option><option value=""10"">10</option><option value=""11"">11</option><option value=""12"">12</option><option value=""13"">13</option><option value=""14"">14</option><option value=""15"">15</option><option value=""16"">16</option><option value=""17"">17</option><option value=""18"">18</option><option value=""19"">19</option><option value=""20"">20</option><option value=""21"">21</option><option value=""22"">22</option><option value=""23"">23</option><option value=""24"">24</option><option value=""25"">25</option><option value=""26"">26</option><option value=""27"">27</option><option value=""28"">28</option><option value=""29"">29</option><option value=""30"">30</option><option value=""31"">31</option></select><select tabindex=""-1"" class=""airy-age-gate-year""><option value=""2019"">2019</option><option value=""2018"">2018</option><option value=""2017"">2017</option><option value=""2016"">2016</option><option value=""2015"">2015</option><option value=""2014"">2014</option><option value=""2013"">2013</option><option value=""2012"">2012</option><option value=""2011"">2011</option><option value=""2010"">2010</option><option value=""2009"">2009</option><option value=""2008"">2008</option><option value=""2007"">2007</option><option value=""2006"">2006</option><option value=""2005"">2005</option><option value=""2004"">2004</option><option value=""2003"">2003</option><option value=""2002"">2002</option><option value=""2001"">2001</option><option value=""2000"">2000</option><option value=""1999"">1999</option><option value=""1998"">1998</option><option value=""1997"">1997</option><option value=""1996"">1996</option><option value=""1995"">1995</option><option value=""1994"">1994</option><option value=""1993"">1993</option><option value=""1992"">1992</option><option value=""1991"">1991</option><option value=""1990"">1990</option><option value=""1989"">1989</option><option value=""1988"">1988</option><option value=""1987"">1987</option><option value=""1986"">1986</option><option value=""1985"">1985</option><option value=""1984"">1984</option><option value=""1983"">1983</option><option value=""1982"">1982</option><option value=""1981"">1981</option><option value=""1980"">1980</option><option value=""1979"">1979</option><option value=""1978"">1978</option><option value=""1977"">1977</option><option value=""1976"">1976</option><option value=""1975"">1975</option><option value=""1974"">1974</option><option value=""1973"">1973</option><option value=""1972"">1972</option><option value=""1971"">1971</option><option value=""1970"">1970</option><option value=""1969"">1969</option><option value=""1968"">1968</option><option value=""1967"">1967</option><option value=""1966"">1966</option><option value=""1965"">1965</option><option value=""1964"">1964</option><option value=""1963"">1963</option><option value=""1962"">1962</option><option value=""1961"">1961</option><option value=""1960"">1960</option><option value=""1959"">1959</option><option value=""1958"">1958</option><option value=""1957"">1957</option><option value=""1956"">1956</option><option value=""1955"">1955</option><option value=""1954"">1954</option><option value=""1953"">1953</option><option value=""1952"">1952</option><option value=""1951"">1951</option><option value=""1950"">1950</option><option value=""1949"">1949</option><option value=""1948"">1948</option><option value=""1947"">1947</option><option value=""1946"">1946</option><option value=""1945"">1945</option><option value=""1944"">1944</option><option value=""1943"">1943</option><option value=""1942"">1942</option><option value=""1941"">1941</option><option value=""1940"">1940</option><option value=""1939"">1939</option><option value=""1938"">1938</option><option value=""1937"">1937</option><option value=""1936"">1936</option><option value=""1935"">1935</option><option value=""1934"">1934</option><option value=""1933"">1933</option><option value=""1932"">1932</option><option value=""1931"">1931</option><option value=""1930"">1930</option><option value=""1929"">1929</option><option value=""1928"">1928</option><option value=""1927"">1927</option><option value=""1926"">1926</option><option value=""1925"">1925</option><option value=""1924"">1924</option><option value=""1923"">1923</option><option value=""1922"">1922</option><option value=""1921"">1921</option><option value=""1920"">1920</option><option value=""1919"">1919</option><option value=""1918"">1918</option><option value=""1917"">1917</option><option value=""1916"">1916</option><option value=""1915"">1915</option><option value=""1914"">1914</option><option value=""1913"">1913</option><option value=""1912"">1912</option><option value=""1911"">1911</option><option value=""1910"">1910</option><option value=""1909"">1909</option><option value=""1908"">1908</option><option value=""1907"">1907</option><option value=""1906"">1906</option><option value=""1905"">1905</option><option value=""1904"">1904</option><option value=""1903"">1903</option><option value=""1902"">1902</option><option value=""1901"">1901</option><option value=""1900"">1900</option></select><div tabindex=""-1"" class=""airy-age-gate-submit airy-submit airy-button airy-submit-disabled"">Submit</div></div></div></div></div></div><div tabindex=""-1"" class=""airy-install-flash-dialog airy-stage airy-vertical-centering-table airy-dialog airy-denied"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-install-flash-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-vertical-centering-wrapper airy-install-flash-elements-wrapper""><div tabindex=""-1"" class=""airy-install-flash-elements airy-dialog-elements""><div tabindex=""-1"" class=""airy-install-flash-prompt"">Adobe Flash Player is required to watch this video.</div><div tabindex=""-1"" class=""airy-install-flash-button-wrapper airy-dialog-inner-elements""><div tabindex=""-1"" class=""airy-install-flash-button airy-button"">Install Flash Player</div></div></div></div></div></div><div tabindex=""-1"" class=""airy-video-unsupported-dialog airy-stage airy-vertical-centering-table airy-dialog airy-denied"" style=""opacity: 0; visibility: hidden;""><div tabindex=""-1"" class=""airy-video-unsupported-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-vertical-centering-wrapper airy-video-unsupported-elements-wrapper""><div tabindex=""-1"" class=""airy-video-unsupported-elements airy-dialog-elements""><div tabindex=""-1"" class=""airy-video-unsupported-prompt""></div></div></div></div></div><div tabindex=""-1"" class=""airy-loading-spinner-stage airy-stage""><div tabindex=""-1"" class=""airy-loading-spinner-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-loading-spinner-container airy-scalable-hint-container""><div tabindex=""-1"" class=""airy-loading-spinner-dummy airy-scalable-dummy""></div><div tabindex=""-1"" class=""airy-loading-spinner airy-hint"" style=""visibility: hidden;""></div></div></div></div><div tabindex=""-1"" class=""airy-ads-screen-size-toggle airy-screen-size-toggle airy-fullscreen"" style=""visibility: hidden;""></div><div tabindex=""-1"" class=""airy-ad-prompt-container"" style=""visibility: hidden;""><div tabindex=""-1"" class=""airy-ad-prompt-vertical-centering-table airy-vertical-centering-table""><div tabindex=""-1"" class=""airy-ad-prompt-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-ad-prompt-label""></div></div></div></div><div tabindex=""-1"" class=""airy-ads-controls-container"" style=""visibility: hidden;""><div tabindex=""-1"" class=""airy-ads-audio-toggle airy-audio-toggle airy-on"" style=""visibility: hidden;""></div><div tabindex=""-1"" class=""airy-time-remaining-label-container""><div tabindex=""-1"" class=""airy-time-remaining-vertical-centering-table airy-vertical-centering-table""><div tabindex=""-1"" class=""airy-time-remaining-vertical-centering-table-cell airy-vertical-centering-table-cell""><div tabindex=""-1"" class=""airy-vertical-centering-wrapper airy-time-remaining-label-wrapper""><div tabindex=""-1"" class=""airy-time-remaining-label"" style=""visibility: hidden;""></div><div tabindex=""-1"" class=""airy-ad-skip"" style=""visibility: hidden;""></div><div tabindex=""-1"" class=""airy-ad-end"" style=""visibility: hidden;""></div></div></div></div></div><div tabindex=""-1"" class=""airy-learn-more"" style=""visibility: hidden;""></div></div><div tabindex=""-1"" class=""airy-play-toggle-hint-stage airy-stage airy-cursor""><div tabindex=""-1"" class=""airy-play-toggle-hint-vertical-centering-table-cell airy-vertical-centering-table-cell airy-cursor""><div tabindex=""-1"" class=""airy-play-toggle-hint-container airy-scalable-hint-container""><div tabindex=""-1"" class=""airy-play-toggle-hint-dummy airy-scalable-dummy""></div><div tabindex=""-1"" class=""airy-play-toggle-hint airy-hint airy-play-hint"" style=""opacity: 1; visibility: visible;""></div></div></div></div><div tabindex=""-1"" class=""airy-replay-hint-stage airy-stage"" style=""visibility: hidden;""><div tabindex=""-1"" class=""airy-replay-hint-vertical-centering-table-cell airy-vertical-centering-table-cell airy-cursor""><div tabindex=""-1"" class=""airy-replay-hint-container airy-scalable-hint-container""><div tabindex=""-1"" class=""airy-replay-hint-dummy airy-scalable-dummy""></div><div tabindex=""-1"" class=""airy-replay-hint airy-hint""></div></div></div></div><div tabindex=""-1"" class=""airy-autoplay-hint-stage airy-stage"" style=""visibility: hidden;""><div tabindex=""-1"" class=""airy-autoplay-hint-vertical-centering-table-cell airy-vertical-centering-table-cell airy-cursor""><div tabindex=""-1"" class=""airy-autoplay-hint-container airy-scalable-hint-container""><div tabindex=""-1"" class=""airy-autoplay-hint-dummy airy-scalable-dummy""></div></div></div></div></div></div><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/91rSXqzoMNS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/71ddvnnysqS.png"" class=""video-slate-img-url"">&nbsp;El peso de mano es perfecto, no será pesado, es muy poderoso, es muy fácil, es fácil batimos los huevos. Lo más importante es que el precio es muy asequible. Vale la pena"
5,"Buen producto Los compre para ocultar los cables en la parte baja de la mesa y la verdad que para el peso de los cables va perfecta la cinta de pegar que trae, si le saco alguna pega seria que puse dos para sujetar una regleta grande y al final se acabo despegando, pero eso ya se veía venir ya que pesa lo suyo lo bueno las piezas estas tienen un agujero en el centro para poner un tornillo así que todo perfecto."
