"labels","text"
4,"Sympa pour des créations originales mais... Les blopens sont maintenant t'es célèbres : des crayons en plastique équipes de recharge, dans lesquels on souffle pour réaliser des dessins au pochoir avec un effet flouté. Ce coffret correspond donc autant que tous les autres à ce descriptif. Mais cette nouvelle version présente des nouveautés intéressantes : - une BOÎTE qui sert de PUPITRE : il permet de maintenir la feuille de dessin et sert également de support à crayons ; attention donc à bien ouvrir la boîte sans l'abîmer ! On peut ensuite y ranger tous les pochoirs et réalisations ; - des MOBILES à fabriquer et à décorer ; - des PAILLETTES multicolores pour DECOR les réalisations. Sur ce point, attention : la colle fournie à tendance à couler trop vite, donc les paillettes font des ""paquets"" : il vaut mieux que ce soit un adulte qui applique la colle. Les paillettes en revanche ne sortent pas trop vite du tube, c'est assez facile à appliquer.  Jusque là, tout est plutot positif, mais il y a d'après moi un pont noir : les pochoirs sont certes réutilisables, mais ils ne sont pas faciles à nettoyer. Certes, il est facile de faire partir l'encre grâce à une lingette, un chiffon humide ou une éponge, mais comme ils sont fragiles, il faut faire très attention à ne pas les abîmer : ne pas laisser faire aux enfants ! D'autre part, apres nettoyage, on a de l'encre plein les mains : même si l'encre part apres deux ou trois frottage des mains, c'est tout de même désagréable !"
4,"Attention Taille!!! Qualité et livraison conforme mais attention à la taille lors de votre commande! Par exemple la taille annoncée ""37-38 BR ( 39-40 EUR )"" est en fait bien un 37-38 EUR!!! Il y a une erreur sur le site je pense car pareil avec une autre paire différente  havainas commandée."
4,"produit conforme PRODUIT CONFORME à la description - je l'utilise en studio sur des claviers. aucun problème de fiabilité. description exact sans surprise"
5,"Super rapport qualité prix Il est au top!!! J'en avais un avant qui ne fonctionnait pas du côté droit et qui avait une qualité sonore lors des appels plutôt médiocre. Avec celui là le son est net et de bonne qualité. On peut augmenter le son depuis l'oreillette, changer de morceau quand on écoute de la musique décrocher raccrocher et j'en passe. Au final mon mari me l'a piqué je vais devoir en racheter un autre pour moi"
5,"Chaussette très confortable et qui taille bien. Acheter pour aller avec mes vapormax blanche , c'est vraiment le top confortable parfaite pour les baskets basse. Et le gros plus en fin de journée on a pas de résidu de chaussette  partout sur le pied qui est pour moi très importante et qui montre que la chaussette et de qualité . Bref je recommande très bonne chaussette."
5,"Biberon a tétine douce Ce biberon est conçu en plastique mou afin que lorsque bébé le met a la bouche cela ne le derange pas vis a vis du sein de maman. la prise en main est également très simple, mon bébé la accepté tout de suite."
5,"Jolie Jolie"
5,"Massages fermes et toniques Il y a 5 types de massages différents avec ou sans pression d’air (5 programmes de 15 min). Les rouleaux passent sous la voûte plantaire et les coussins d’air se gonflent autour du pied. On peut aussi choisir de chauffer . Les massages sont plutôt fermes et appuyés de type shiatsu et réflexologie. L’appareil prend un peu de place par contre mais ne fait pas trop de bruit."
5,"Compact et fonctionnel J'ai choisi ce modèle pour l'utiliser en fonction ""radio réveil"" connecté à mon GSM. La connexion BT est quasi instantanée, la connectique est complète (USB, AUX et carte micro SD). La fonction light est vraiment ludique et facile d'utilisation : 48 couleurs différentes et 4 modes au choix ce qui permet également de l'utiliser en veilleuse ou petite lampe d'ambiance d'appoint. L'alimentation se fait classiquement par un câble micro USB ce qui évite une énième alimentation spécifique. Livraison rapide et conforme"
5,"Je recommande Bonne qualité"
5,"Parfait Ce casque pour enfant fonctionne très bien et est réglable pour s'adapter à toutes les têtes (même sur les adultes!)"
5,"Bouilloire saine efficace au design appréciable Je trouve ce produit parfait pour ceux qui recherchent un produit sans BPA à un prix abordable tout en étant bien dessiné. En tout cas, moi j'en suis très satisfaite."
5,"chaussure confortable et loi original très bon produit. confortable. facile à enfiler. Tient bien au pied. Parfait aussi pour faire du paddle."
5,"Chaussures qui courent n'amassent pas mousse----[] Fini les glissades sur les cailloux de la rivière, on est pas au top de la mode haha mais quest-ce-qu'ils sont efficaces et rassurants pour marcher dans des zones qui peuvent être à risque pour les bobos eventuels. (pierres coupantes, chutes...)"
5,"converse très jolies chaussures, couleur parfaite, comme sur la photo. s'adapte avec de nombreuses tenues la qualité converse à recommander prix en promo, vraiment intéressant"
5,"Excellents écouteurs bluetooth J’ai reçu ces écouteurs pour un test. Je n’avais jamais utilisé ce type d’appareil auparavant.  La livraison a été rapide, les écouteurs sont biens emballés dans un coffret. Il y a une notice explicative détaillée et rédigée en français. La mise en service, lors de la première utilisation comme lors des suivantes, est très simple. L’appairage avec mon smartphone Android est réalisé en quelques secondes. Le boîtier de rangement est bien conçu. Il est solide et il ferme bien. Il sert de chargeur mobile pour les écouteurs.  A l’utilisation, ces écouteurs se font oublier tellement ils sont légers et confortable à l’oreille. La qualité du son est très bonne et il n’est pas nécessaire de trop pousser le volume pour bénéficier d’une bonne restitution des basses et des médiums. Pourtant, je n’ai pas un smartphone « haut de gamme ». J’ai écouté plusieurs styles de musiques (classique, moderne, jazz, rock, film, etc.) et de chansons (opéra, variété, pop, chanteurs à la voix puissante grave ou plus aiguë). Globalement, le résultat est toujours très bon, même si la qualité du son ne vaut pas celle de mes enceintes de salon. Cependant, je trouve que ces écouteurs sont meilleurs que ceux que j’ai utilisé jusqu’à présent (écouteurs filaires).  Pour l’exercice physique, là encore, ils sont confortables (je pratique la marche nordique). Ils ne craignent pas l’humidité.  Pour un usage en téléphonie, ou pour naviguer dans sa bibliothèque musicale, c’est très simple et très bien expliqué sur la notice.  Au final, j’ai été agréablement surpris par la simplicité d’utilisation, la qualité des finitions et du son restitué. Ces écouteurs me semblent être un bon compromis entre le prix, la qualité du son et la facilité d’utilisation au quotidien."
5,"Bien bon produit je suis satisfaite de mon achat et le recommande sans soucis ravie de mon achat quoi ! !"
5,"conforme a ma demandes . conforme a ma demandes ."
2,"Déçue Si vous avez l'habitude des biberons mam avec valves anticolique je vous déconseille ce produit. Quand bébé boit la tétine reste toujours ""enfoncée"". Domage leurs deco sont plutôt sympas."
1,"Genial Je l adore tellement que je l ai acheté en double Très fin élégant  il se suffit à lui même L éclat du cristal est superbe A recommander .."
3,"Ma recherche sur Amazon était ""chaussettes sans élastiques"". Ces chaussettes en ont. En effet, je cherchais des chaussettes sans élastique (car en fin de journée, les élastiques ""étranglent"" la cheville et il est désagréable de voir sa jambe ""déformée"" à cet endroit.) Amazon a classé votre produit dans la catégorie ""sans élastique"", c'est pourquoi je les ai commandées mais je suis déçu."
3,"GRILLE PEU Montee en température de fonctionnement laborieuse  Fonctionne bien après une phase initiale qui i utile"
4,"malgrés des chaussures venant de chine belle finition. livraison à l'heure et chaussure confortable."
4,"Frais Je travaille dans une salle de sport,il est très frais et agréable un peu grand cependant mais bien"
4,"Très bon diffuseur Diffuseur très simple d'utilisation. Nous pouvons choisir si nous voulons que les leds soient allumés ou non. Nous avons 2 programmes, 1h ou 3h. Plutôt pratique ! Au niveau du design, il est très jolie ! Par contre, il fait un peu de bruit."
4,"Conforme Produit conforme, un peu fin pour moi... Je recommande quand même."
5,"Bon produit Bon rapport qualité prix et parfum agréable"
5,"Super livre Il est génial ! En spirale en plus. Il est aussi intéressant pour petits et grands"
5,"Bien J’aime bien le modèle baya... pris comme chaussons de jardin"
5,"pratique les bandeaux sont pratiques surtout pour cacher un décolleté trop plongeant. La matière est agréable mais ils taillent quand même assez grand donc prévoir une taille en dessous si vous voulez qu'ils serrent fort."
5,"Rapport qualité prix excellent. Professionnalisme. Boucles de qualité, et argent veritable et poinconnée. Finitions impeccables et superbe pierres.  On en a largement pour son argent."
5,"Dommage Renvoyer car elle étais trop grande  prévoyais une pointure en dessous."
5,"Conforme Utilisation pour bebe Elle ne fait pas de réaction nickel Parfum agréable Bon rapport qualité prix Attention colis très abîmé j'ai eu un bidon qui a fuit..."
5,"CONFORTABLE Produit reçu rapidement. Très confortable et apparemment solide. On verra à l'usage."
5,"pas déçu du tout, au contraire Exactement ce que je voulais, parfait !!!"
5,"Bel effet Magnifiques. Légères. Brillants inclus discrets. A s'offrir et à offrir !"
5,"Tout à fait satisfait Étant un habitué de marque comme Clairefontaine, je trouve que ce papier est très satisfaisant avec un vrai blanc. Le top"
5,"Bon produit, je recommande Bonne coupe, pris taille L, rien à redire, moule bien comme sur la photo, je recommande, la couleur est telle sur la photo :)"
5,"super le papier d armeni  la rose  sent tres bon"
5,"Parfait Conforme à la description et la photo, niquel ! Livraison rapide, colie reçu 1 jour avant la date prévue"
5,"Sac de ville Très bon produit qui correspond en tous points au descriptif Pas déçu par cet achat  Je le recommande à d'autre !"
2,"Confortables mais trop «&nbsp;souples&nbsp;» Tres confortables et légères Helas apres qq utilisations les contreforts lateraux se laissent deja allée Aunsi que la semelle interne"
1,"Pièce de cuire ridicule. Acheter ce produit et très déçu. Je ne les pas utiliser je fait un renvoi direct. La pièce de cuire faur 3cm dur 1,5 cm. Pas de la couleur demander en plus. Le produit et peu être efficace. Je cherche pas à comprendre je fait un retour."
3,"Bien Très bien pour les biberons jusqu'à 150ml. Mais pour plus ou alors pour mes petits pots, ce n'est pas le top. Mon fils ne mange pas si c'est tiède, il fait que ce soit un petit peu plus chaud. Je suis obligée de chauffer au micro-ondes..."
3,"sceptique Je ne mets que 3* car ils correspondent bien à la description, seulement je ne trouve aucune différence que je lave avec ou sans!"
4,"Casque haut de gamme Après l’avoir utilisé pendant presque 6 mois, je confirme qu’en se casque est excellent. Qualité sonore, robustesse, qualité du matériel. Seul bémol, si vous couplé votre casque avec un mixamp Astros pro tr, vous risqué d’avoir des problèmes d’echo Dans les party sur ps4 avec vos contactes."
4,"Bien Bon produit. Un peu étroit en largeur pour les pieds large !"
4,"Dommage La qualité est assez bonne mais la taille n’est  pas bonnes.. Légèrement trop grands.. Dommage !"
4,"Chauds chaussons Confortables et chauds, ils sont bien utiles les mois d'hiver. Je trouve que la forme est un peu trop prononcé pied égyptien, mais ce n'est pas bien grave."
5,"Une belle idée cadeau Pierre de lune porte-bonheur et pleine de reflets, boucles d'oreilles d'un style sobre et qui ne blessent pas."
5,"Superbe ! Ce pendentif est extrêmement joli. La perle est d'un blanc éclatant, et elle est délicatement sertie d'argent.  Je suis particulièrement satisfaite de sa taille: ce n'est pas un minuscule petit bijou.  La qualité est là, ça saute aux yeux."
5,"Produit qui fait le job ! Parfait pour ranger ma nouvelle carte, ça fait le job et le prix est correct. Le plastique est de bonne qualité donc vous ne prendrez pas de risque en achetant ce produit."
5,"ras très fonctionnel grand gabarit mais c'est ce que je recherchais"
5,"Vraiment sympa Ils ont fière allure mon cul de filles est déjà serré n génial. Cela aide beaucoup aussi! N'aimez pas que vous puissiez voir à travers eux un petit peu et je ne veux vraiment pas qu'elle y sorte lol trop jalouse! Là-bas, elle les aime bien car ils aspirent aussi les tripes."
5,"Tout bon ! Kit idéal pour les premiers biberons de bébé : 4 biberons en 2 tailles avec tétines, goupillon, et sucette. Parfait pour faire un cadeau. J'ai utilisé cette marque pour tous mes petits et j'en suis pleinement satisfaite. Les biberons larges se nettoient facilement et passent au lave-vaisselle. Leur forme est agréable en main et ils vieillissent très bien dans le temps. Tout bon !"
5,"Super et légère Très belle et bonne taille je recommande sans hésitation"
5,"Indispensable pour les bébés allaités! Bébé de 3 mois l'a trouvé a son goût de suite... Super bien pensé le système anticolique ainsi que la tétine qui imite le mamelon."
5,"Je recommande ce produit Tres bon produit facile d'utilisation,  sympa pour pouvoir voir des choses qu on avais pas vu . Livraison très rapide et la marchandise conforme à la description et en parfait fonctionnement"
5,"réglage de l intensité lumineuse lampe de lecture,super!"
5,"Très bien Bon produit Montre pour mon enfant PS: attention, c'est un tour de poignet pour enfant, pas pour un adulte  ...!"
5,"Bon rapport qualité / prix Bon produit. Pratique, se glisse parfaitement dans mon sac"
5,"Belles et confortables Baskets tres sympas coté look et très confortables. Prendre une taille en plus comme indiqué et elles vont parfaitement !"
5,"De très bonne qualité pour le prix J'adore ce sweat à capuche. J'le ressens pas, mais dès que je l'enlève, ça met un bon coup de froid. ^^ Les manches sont trop longues pour moi (en-dessous d'1m60), mais c'est pas dérangeant pour la maison. Je pense qu'il est adapté à la taille si vous prenez la bonne taille. Perso, j'ai pris trop grand, mais de mon plein gré. En somme, très ravie de mon achat."
5,"PARFAIT Bon casque mais je n'arrive pas à m'en servir sur mon téléphone portable honor juste sur mon téléviseur.. Des grésillements cela est il normal ?? Manque d'explications sur la base et le casque sinon je mettrai 5* partout  Plus de grésillements j'ai baissé tout simplement le son sur la base où sur le téléviseur et monté le son sur le casque impeccable !!! En plus j'ai pu le connecté avec mon téléphone portable et répondre à un appel impromptu.. Merci ça mérite 5🌟"
2,"Je ne recommande pas je suis désolé Je suis déçu de mon achat je trouve les écouteurs ont aucunes classe c’est gros à vos oreilles aucune discrétion je l’ai choisi parce que c’est sony le son c’est médiocre moi qu’il suit un adepte de bon son je contacte un casque à 10€ à un meilleur qualité. Je me demande est-ce que c’est vraiment un casque Sony c’est à voir faite votre enquête amaron"
